filename,total_sec,has_voice,voice_segments_count,total_voice_sec,voice_ratio_pct,segments_detail,segments_mmss,error
train_audio\22973\iNat28425.ogg,40.86,True,2,11.66,28.5,28.80-33.40 | 33.80-40.86,0:28.80-0:33.40 | 0:33.80-0:40.86,
train_audio\22973\iNat287261.ogg,29.42,False,0,0.0,0.0,,,
train_audio\22973\iNat326860.ogg,33.52,False,0,0.0,0.0,,,
train_audio\22973\iNat326966.ogg,26.14,False,0,0.0,0.0,,,
train_audio\22973\iNat327135.ogg,13.15,False,0,0.0,0.0,,,
train_audio\22973\iNat330457.ogg,24.58,True,1,0.6,2.4,23.00-23.60,0:23.00-0:23.60,
train_audio\22973\iNat348441.ogg,19.2,False,0,0.0,0.0,,,
train_audio\22973\iNat502463.ogg,27.56,False,0,0.0,0.0,,,
train_audio\22973\iNat556448.ogg,44.08,False,0,0.0,0.0,,,
train_audio\22973\iNat576552.ogg,25.27,False,0,0.0,0.0,,,
train_audio\22973\iNat331404.ogg,30.72,False,0,0.0,0.0,,,
train_audio\22973\iNat343840.ogg,12.19,False,0,0.0,0.0,,,
train_audio\22973\iNat348132.ogg,61.14,False,0,0.0,0.0,,,
train_audio\22973\iNat348440.ogg,41.75,False,0,0.0,0.0,,,
train_audio\22973\iNat581610.ogg,25.96,False,0,0.0,0.0,,,
train_audio\22973\iNat583590.ogg,53.89,False,0,0.0,0.0,,,
train_audio\22973\iNat583591.ogg,67.85,False,0,0.0,0.0,,,
train_audio\22973\iNat58920.ogg,35.37,False,0,0.0,0.0,,,
train_audio\22973\iNat879832.ogg,25.86,False,0,0.0,0.0,,,
train_audio\22973\iNat879833.ogg,25.78,False,0,0.0,0.0,,,
train_audio\22973\iNat887040.ogg,7.89,False,0,0.0,0.0,,,
train_audio\22973\iNat887102.ogg,7.89,False,0,0.0,0.0,,,
train_audio\22973\iNat781822.ogg,0.05,False,0,0.0,0.0,,,
train_audio\22973\iNat839779.ogg,25.98,False,0,0.0,0.0,,,
train_audio\22973\iNat859872.ogg,88.77,False,0,0.0,0.0,,,
train_audio\22973\iNat870999.ogg,11.05,False,0,0.0,0.0,,,
train_audio\22973\XC892927.ogg,37.25,False,0,0.0,0.0,,,
train_audio\22973\XC892932.ogg,11.02,False,0,0.0,0.0,,,
train_audio\22973\XC915924.ogg,16.42,False,0,0.0,0.0,,,
train_audio\22973\XC928991.ogg,15.57,False,0,0.0,0.0,,,
train_audio\22973\iNat599374.ogg,11.92,False,0,0.0,0.0,,,
train_audio\22973\iNat599375.ogg,22.31,False,0,0.0,0.0,,,
train_audio\22973\iNat630711.ogg,131.17,False,0,0.0,0.0,,,
train_audio\22973\iNat726873.ogg,17.41,False,0,0.0,0.0,,,
train_audio\22973\iNat992788.ogg,3.53,False,0,0.0,0.0,,,
train_audio\22973\XC1062605.ogg,29.18,False,0,0.0,0.0,,,
train_audio\22973\XC1065541.ogg,12.56,False,0,0.0,0.0,,,
train_audio\22973\XC167037.ogg,55.54,False,0,0.0,0.0,,,
train_audio\22973\XC929100.ogg,19.91,False,0,0.0,0.0,,,
train_audio\22973\XC929101.ogg,26.7,True,1,0.5,1.9,0.60-1.10,0:00.60-0:01.10,
train_audio\22983\iNat1212830.ogg,18.45,False,0,0.0,0.0,,,
train_audio\22983\iNat1243038.ogg,15.24,True,1,0.4,2.6,0.30-0.70,0:00.30-0:00.70,
train_audio\22983\iNat1243068.ogg,8.83,True,2,0.8,9.1,0.10-0.50 | 1.10-1.50,0:00.10-0:00.50 | 0:01.10-0:01.50,
train_audio\22983\iNat193774.ogg,13.71,False,0,0.0,0.0,,,
train_audio\22983\iNat347848.ogg,37.27,True,2,0.7,1.9,0.90-1.30 | 3.30-3.60,0:00.90-0:01.30 | 0:03.30-0:03.60,
train_audio\22983\iNat347849.ogg,22.34,False,0,0.0,0.0,,,
train_audio\22983\iNat551114.ogg,17.16,False,0,0.0,0.0,,,
train_audio\22983\iNat551115.ogg,17.16,False,0,0.0,0.0,,,
train_audio\22983\iNat585817.ogg,10.62,False,0,0.0,0.0,,,
train_audio\22983\iNat830655.ogg,12.92,True,1,1.4,10.8,0.10-1.50,0:00.10-0:01.50,
train_audio\22985\iNat1421747.ogg,15.23,False,0,0.0,0.0,,,
train_audio\22985\iNat1560301.ogg,16.3,False,0,0.0,0.0,,,
train_audio\22985\iNat51963.ogg,44.72,False,0,0.0,0.0,,,
train_audio\22985\iNat989398.ogg,7.22,False,0,0.0,0.0,,,
train_audio\22985\iNat992409.ogg,6.78,False,0,0.0,0.0,,,
train_audio\22985\XC929102.ogg,33.12,False,0,0.0,0.0,,,
train_audio\23150\iNat1243039.ogg,19.95,True,1,0.6,3.0,1.40-2.00,0:01.40-0:02.00,
train_audio\23154\iNat1301738.ogg,62.3,False,0,0.0,0.0,,,
train_audio\23158\iNat1261183.ogg,19.39,False,0,0.0,0.0,,,
train_audio\23158\iNat1263350.ogg,6.04,False,0,0.0,0.0,,,
train_audio\23158\iNat127451.ogg,36.85,False,0,0.0,0.0,,,
train_audio\23158\iNat1303872.ogg,53.15,False,0,0.0,0.0,,,
train_audio\23158\iNat162196.ogg,22.18,False,0,0.0,0.0,,,
train_audio\23158\iNat1657967.ogg,10.97,False,0,0.0,0.0,,,
train_audio\23158\iNat1714979.ogg,33.72,False,0,0.0,0.0,,,
train_audio\23158\iNat1727252.ogg,23.64,False,0,0.0,0.0,,,
train_audio\23154\iNat1475114.ogg,35.38,False,0,0.0,0.0,,,
train_audio\23154\iNat1553517.ogg,64.94,False,0,0.0,0.0,,,
train_audio\23154\iNat567443.ogg,25.94,False,0,0.0,0.0,,,
train_audio\23154\iNat569351.ogg,43.2,False,0,0.0,0.0,,,
train_audio\23158\iNat1316143.ogg,33.34,False,0,0.0,0.0,,,
train_audio\23158\iNat1322093.ogg,0.04,False,0,0.0,0.0,,,
train_audio\23158\iNat1324914.ogg,106.26,False,0,0.0,0.0,,,
train_audio\23158\iNat161255.ogg,22.99,False,0,0.0,0.0,,,
train_audio\23158\iNat26878.ogg,21.1,True,1,0.6,2.8,0.30-0.90,0:00.30-0:00.90,
train_audio\23158\iNat320941.ogg,32.9,False,0,0.0,0.0,,,
train_audio\23158\iNat325667.ogg,61.25,False,0,0.0,0.0,,,
train_audio\23158\iNat325681.ogg,28.12,False,0,0.0,0.0,,,
train_audio\23158\iNat325682.ogg,30.93,False,0,0.0,0.0,,,
train_audio\23158\iNat368088.ogg,19.13,False,0,0.0,0.0,,,
train_audio\23158\iNat43914.ogg,95.69,False,0,0.0,0.0,,,
train_audio\23158\iNat47151.ogg,8.99,False,0,0.0,0.0,,,
train_audio\23158\iNat847906.ogg,15.53,False,0,0.0,0.0,,,
train_audio\23158\iNat910949.ogg,68.98,False,0,0.0,0.0,,,
train_audio\23158\XC1064073.ogg,32.23,False,0,0.0,0.0,,,
train_audio\23158\XC900620.ogg,15.65,False,0,0.0,0.0,,,
train_audio\24279\iNat1271483.ogg,9.13,False,0,0.0,0.0,,,
train_audio\24279\iNat1274660.ogg,9.96,False,0,0.0,0.0,,,
train_audio\24279\iNat1291381.ogg,12.37,False,0,0.0,0.0,,,
train_audio\24279\iNat1306335.ogg,0.1,False,0,0.0,0.0,,,
train_audio\23176\XC929082.ogg,10.08,True,1,0.3,3.0,0.40-0.70,0:00.40-0:00.70,
train_audio\23724\iNat249321.ogg,7.85,False,0,0.0,0.0,,,
train_audio\24279\iNat1229050.ogg,22.29,False,0,0.0,0.0,,,
train_audio\24279\iNat1243256.ogg,26.29,False,0,0.0,0.0,,,
train_audio\24279\iNat1243257.ogg,25.15,False,0,0.0,0.0,,,
train_audio\24279\iNat125223.ogg,36.85,False,0,0.0,0.0,,,
train_audio\24279\iNat1258487.ogg,20.99,False,0,0.0,0.0,,,
train_audio\24279\iNat1264632.ogg,9.13,False,0,0.0,0.0,,,
train_audio\24279\iNat1366909.ogg,16.0,True,1,3.6,22.5,0.80-4.40,0:00.80-0:04.40,
train_audio\24279\iNat139913.ogg,6.06,False,0,0.0,0.0,,,
train_audio\24279\iNat1435402.ogg,0.14,False,0,0.0,0.0,,,
train_audio\24279\iNat144573.ogg,18.53,False,0,0.0,0.0,,,
train_audio\23158\XC926454.ogg,94.64,False,0,0.0,0.0,,,
train_audio\23176\iNat1099971.ogg,68.22,False,0,0.0,0.0,,,
train_audio\23176\iNat1293885.ogg,39.11,True,1,4.0,10.2,1.10-5.10,0:01.10-0:05.10,
train_audio\23176\iNat855633.ogg,10.05,True,1,1.4,13.9,0.00-1.40,0:00.00-0:01.40,
train_audio\24279\iNat1637974.ogg,15.93,False,0,0.0,0.0,,,
train_audio\24279\iNat163941.ogg,60.71,False,0,0.0,0.0,,,
train_audio\24279\iNat164735.ogg,17.53,True,1,1.7,9.7,0.30-2.00,0:00.30-0:02.00,
train_audio\24279\iNat164736.ogg,25.63,False,0,0.0,0.0,,,
train_audio\24279\iNat1663766.ogg,3.52,False,0,0.0,0.0,,,
train_audio\24279\iNat1699392.ogg,21.32,False,0,0.0,0.0,,,
train_audio\24279\iNat186161.ogg,28.16,False,0,0.0,0.0,,,
train_audio\24279\iNat205140.ogg,14.45,False,0,0.0,0.0,,,
train_audio\24279\iNat1309643.ogg,250.36,True,13,28.6,11.4,210.90-212.30 | 212.90-216.50 | 217.70-219.70 | 220.30-224.80 | 225.90-230.70 | 231.60-235.00 | 235.70-237.40 | 239.00-240.60 | 241.10-242.20 | 242.50-243.80 | 244.40-245.40 | 246.90-247.70 | 248.20-249.60,3:30.90-3:32.30 | 3:32.90-3:36.50 | 3:37.70-3:39.70 | 3:40.30-3:44.80 | 3:45.90-3:50.70 | 3:51.60-3:55.00 | 3:55.70-3:57.40 | 3:59.00-4:00.60 | 4:01.10-4:02.20 | 4:02.50-4:03.80 | 4:04.40-4:05.40 | 4:06.90-4:07.70 | 4:08.20-4:09.60,
train_audio\24279\iNat1315011.ogg,4.18,True,1,4.18,100.0,0.00-4.18,0:00.00-0:04.18,
train_audio\24279\iNat1346600.ogg,13.63,False,0,0.0,0.0,,,
train_audio\24279\iNat1346601.ogg,13.63,False,0,0.0,0.0,,,
train_audio\24279\iNat57810.ogg,17.96,False,0,0.0,0.0,,,
train_audio\24279\iNat580378.ogg,13.79,True,1,1.4,10.2,0.40-1.80,0:00.40-0:01.80,
train_audio\24279\iNat592632.ogg,17.21,False,0,0.0,0.0,,,
train_audio\24279\iNat845210.ogg,41.6,False,0,0.0,0.0,,,
train_audio\24279\iNat28427.ogg,69.09,True,3,8.7,12.6,58.90-61.60 | 62.30-65.40 | 65.80-68.70,0:58.90-1:01.60 | 1:02.30-1:05.40 | 1:05.80-1:08.70,
train_audio\24279\iNat322021.ogg,12.07,False,0,0.0,0.0,,,
train_audio\24279\iNat335351.ogg,4.41,False,0,0.0,0.0,,,
train_audio\24279\iNat339926.ogg,37.49,False,0,0.0,0.0,,,
train_audio\24279\iNat859126.ogg,25.68,True,1,1.3,5.1,1.50-2.80,0:01.50-0:02.80,
train_audio\24279\iNat871017.ogg,20.42,False,0,0.0,0.0,,,
train_audio\24279\iNat87609.ogg,28.58,False,0,0.0,0.0,,,
train_audio\24279\iNat901847.ogg,34.43,False,0,0.0,0.0,,,
train_audio\24279\iNat340127.ogg,14.6,False,0,0.0,0.0,,,
train_audio\24279\iNat350835.ogg,66.56,True,7,21.2,31.9,38.90-42.90 | 43.90-48.00 | 49.00-50.70 | 51.50-53.20 | 54.00-56.60 | 57.40-60.60 | 61.60-65.50,0:38.90-0:42.90 | 0:43.90-0:48.00 | 0:49.00-0:50.70 | 0:51.50-0:53.20 | 0:54.00-0:56.60 | 0:57.40-1:00.60 | 1:01.60-1:05.50,
train_audio\24279\iNat372693.ogg,12.52,False,0,0.0,0.0,,,
train_audio\24279\iNat56193.ogg,64.86,False,0,0.0,0.0,,,
train_audio\24279\iNat903481.ogg,14.42,False,0,0.0,0.0,,,
train_audio\24279\XC1039625.ogg,18.58,False,0,0.0,0.0,,,
train_audio\24279\XC1039627.ogg,63.86,False,0,0.0,0.0,,,
train_audio\24279\XC1039628.ogg,30.79,False,0,0.0,0.0,,,
train_audio\24285\iNat1208638.ogg,151.86,False,0,0.0,0.0,,,
train_audio\24285\iNat1277043.ogg,10.19,False,0,0.0,0.0,,,
train_audio\24285\iNat158068.ogg,6.35,False,0,0.0,0.0,,,
train_audio\24285\iNat1613381.ogg,16.8,False,0,0.0,0.0,,,
train_audio\24285\iNat586170.ogg,28.12,False,0,0.0,0.0,,,
train_audio\24285\XC1004236.ogg,24.0,False,0,0.0,0.0,,,
train_audio\24285\XC1063445.ogg,10.3,False,0,0.0,0.0,,,
train_audio\24287\iNat1044844.ogg,8.42,False,0,0.0,0.0,,,
train_audio\24287\iNat574406.ogg,11.47,False,0,0.0,0.0,,,
train_audio\24287\iNat855637.ogg,15.23,True,1,0.4,2.6,0.00-0.40,0:00.00-0:00.40,
train_audio\24287\XC928990.ogg,26.3,False,0,0.0,0.0,,,
train_audio\24287\XC929112.ogg,15.28,False,0,0.0,0.0,,,
train_audio\24285\iNat27560.ogg,30.17,True,1,4.97,16.5,25.20-30.17,0:25.20-0:30.17,
train_audio\24285\iNat347850.ogg,32.97,False,0,0.0,0.0,,,
train_audio\24285\iNat550813.ogg,47.18,False,0,0.0,0.0,,,
train_audio\24285\iNat583484.ogg,40.01,False,0,0.0,0.0,,,
train_audio\24285\iNat583587.ogg,22.13,False,0,0.0,0.0,,,
train_audio\24285\iNat583588.ogg,29.79,False,0,0.0,0.0,,,
train_audio\24285\iNat583815.ogg,30.84,False,0,0.0,0.0,,,
train_audio\24285\iNat586169.ogg,51.32,False,0,0.0,0.0,,,
train_audio\24287\iNat1243016.ogg,17.46,True,1,0.4,2.3,0.80-1.20,0:00.80-0:01.20,
train_audio\24287\iNat1253061.ogg,24.82,False,0,0.0,0.0,,,
train_audio\24287\iNat328766.ogg,14.54,False,0,0.0,0.0,,,
train_audio\24287\iNat347569.ogg,48.74,False,0,0.0,0.0,,,
train_audio\24285\iNat1662493.ogg,17.28,False,0,0.0,0.0,,,
train_audio\24285\iNat1662494.ogg,40.59,False,0,0.0,0.0,,,
train_audio\24285\iNat1662501.ogg,118.05,False,0,0.0,0.0,,,
train_audio\24285\iNat1729440.ogg,68.07,False,0,0.0,0.0,,,
train_audio\24287\XC972398.ogg,25.01,False,0,0.0,0.0,,,
train_audio\24287\XC972399.ogg,35.98,False,0,0.0,0.0,,,
train_audio\24321\iNat1657916.ogg,6.53,False,0,0.0,0.0,,,
train_audio\24321\iNat251887.ogg,15.94,False,0,0.0,0.0,,,
train_audio\244024\iNat103300.ogg,27.2,False,0,0.0,0.0,,,
train_audio\244024\iNat1111996.ogg,15.49,False,0,0.0,0.0,,,
train_audio\244024\iNat1112016.ogg,10.19,False,0,0.0,0.0,,,
train_audio\244024\iNat1113920.ogg,27.0,False,0,0.0,0.0,,,
train_audio\244024\iNat1117205.ogg,12.07,False,0,0.0,0.0,,,
train_audio\244024\iNat1129161.ogg,24.8,False,0,0.0,0.0,,,
train_audio\244024\iNat1137250.ogg,32.88,False,0,0.0,0.0,,,
train_audio\244024\iNat1138652.ogg,9.84,False,0,0.0,0.0,,,
train_audio\244024\iNat1142822.ogg,2.74,False,0,0.0,0.0,,,
train_audio\244024\iNat115859.ogg,36.1,False,0,0.0,0.0,,,
train_audio\244024\iNat118194.ogg,17.11,True,1,0.4,2.3,6.20-6.60,0:06.20-0:06.60,
train_audio\244024\iNat1192376.ogg,17.32,False,0,0.0,0.0,,,
train_audio\244024\iNat1260620.ogg,9.78,False,0,0.0,0.0,,,
train_audio\244024\iNat1264192.ogg,15.65,False,0,0.0,0.0,,,
train_audio\244024\iNat1265454.ogg,13.57,False,0,0.0,0.0,,,
train_audio\244024\iNat1265455.ogg,24.19,False,0,0.0,0.0,,,
train_audio\244024\iNat1214951.ogg,31.86,False,0,0.0,0.0,,,
train_audio\244024\iNat1219059.ogg,0.14,False,0,0.0,0.0,,,
train_audio\244024\iNat1231079.ogg,19.02,False,0,0.0,0.0,,,
train_audio\244024\iNat1232682.ogg,36.22,False,0,0.0,0.0,,,
train_audio\244024\iNat1265530.ogg,16.17,False,0,0.0,0.0,,,
train_audio\244024\iNat1272883.ogg,16.86,False,0,0.0,0.0,,,
train_audio\244024\iNat1273045.ogg,14.39,False,0,0.0,0.0,,,
train_audio\244024\iNat1273075.ogg,16.39,False,0,0.0,0.0,,,
train_audio\244024\iNat1246858.ogg,13.98,False,0,0.0,0.0,,,
train_audio\244024\iNat1247081.ogg,21.32,False,0,0.0,0.0,,,
train_audio\244024\iNat124841.ogg,81.87,False,0,0.0,0.0,,,
train_audio\244024\iNat125250.ogg,21.29,False,0,0.0,0.0,,,
train_audio\244024\iNat1371659.ogg,41.35,False,0,0.0,0.0,,,
train_audio\244024\iNat1373432.ogg,12.12,False,0,0.0,0.0,,,
train_audio\244024\iNat1406167.ogg,13.23,False,0,0.0,0.0,,,
train_audio\244024\iNat140644.ogg,17.86,False,0,0.0,0.0,,,
train_audio\244024\iNat129878.ogg,39.39,True,1,1.6,4.1,6.30-7.90,0:06.30-0:07.90,
train_audio\244024\iNat129893.ogg,123.41,False,0,0.0,0.0,,,
train_audio\244024\iNat1320394.ogg,28.98,False,0,0.0,0.0,,,
train_audio\244024\iNat1320482.ogg,28.98,False,0,0.0,0.0,,,
train_audio\244024\iNat1333630.ogg,20.63,False,0,0.0,0.0,,,
train_audio\244024\iNat1339925.ogg,24.03,False,0,0.0,0.0,,,
train_audio\244024\iNat134769.ogg,40.24,False,0,0.0,0.0,,,
train_audio\244024\iNat135972.ogg,15.53,False,0,0.0,0.0,,,
train_audio\244024\iNat1550932.ogg,18.98,False,0,0.0,0.0,,,
train_audio\244024\iNat1550933.ogg,28.06,False,0,0.0,0.0,,,
train_audio\244024\iNat1556087.ogg,12.58,False,0,0.0,0.0,,,
train_audio\244024\iNat1556704.ogg,3.07,False,0,0.0,0.0,,,
train_audio\244024\iNat150497.ogg,16.97,False,0,0.0,0.0,,,
train_audio\244024\iNat150545.ogg,79.92,False,0,0.0,0.0,,,
train_audio\244024\iNat1535354.ogg,12.49,False,0,0.0,0.0,,,
train_audio\244024\iNat1550821.ogg,15.68,False,0,0.0,0.0,,,
train_audio\244024\iNat1563788.ogg,9.43,False,0,0.0,0.0,,,
train_audio\244024\iNat1571981.ogg,11.26,False,0,0.0,0.0,,,
train_audio\244024\iNat1573678.ogg,0.1,False,0,0.0,0.0,,,
train_audio\244024\iNat1577017.ogg,63.07,False,0,0.0,0.0,,,
train_audio\244024\iNat1583846.ogg,0.1,False,0,0.0,0.0,,,
train_audio\244024\iNat1601531.ogg,11.84,False,0,0.0,0.0,,,
train_audio\244024\iNat169078.ogg,29.3,False,0,0.0,0.0,,,
train_audio\244024\iNat18148.ogg,30.54,False,0,0.0,0.0,,,
train_audio\244024\iNat141101.ogg,61.44,True,1,1.0,1.6,1.70-2.70,0:01.70-0:02.70,
train_audio\244024\iNat143349.ogg,89.07,False,0,0.0,0.0,,,
train_audio\244024\iNat143918.ogg,11.24,False,0,0.0,0.0,,,
train_audio\244024\iNat144585.ogg,20.17,False,0,0.0,0.0,,,
